geography,year,question_code,question_text,response_category,response_variable,gender,value
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,6
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,6
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,3
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,4
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,3
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,4
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,7
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,6
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,3
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,6
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,4
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,4
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,5
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,4
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,4
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,4
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,4
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,4
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,8
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,6
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,2
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,3
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,2
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,2
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,7
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,2
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,3
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,5
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,9
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,7
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,4
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,10
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,7
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Male,6
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Female,1
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",5-7,sog_w2_hrs_dmstc_57,Combined,4
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,2
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,6
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,4
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,5
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,9
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,6
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,4
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,5
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,5
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,2
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,8
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,5
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,1
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,4
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,1
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,2
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,2
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,3
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,4
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,3
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,2
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,3
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,2
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,0
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,3
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,2
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,1
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,2
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,4
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,4
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,4
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,4
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,5
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,4
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Male,2
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Female,3
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",7-9,sog_w2_hrs_dmstc_79,Combined,2
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,5
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,4
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,5
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,3
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,3
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,7
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,4
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,1
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,0
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,1
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,3
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,6
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,4
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,1
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,1
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,3
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,1
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,1
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,0
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,0
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,0
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,22
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,10
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,16
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,11
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,11
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,10
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,6
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,8
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,12
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,9
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,3
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,3
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,2
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,15
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,8
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,8
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,6
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,7
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,5
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,15
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,14
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,15
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,7
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,5
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,6
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,8
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,5
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,17
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,15
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,16
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,16
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,10
